DATE,SM_ROOTZONE,SM_SURFACE,PRECTOTCORR,T2M,T2M_MAX,T2M_MIN,QV2M,RH2M,WS10M,PS
2020-05-11,0.3747146427631378,0.3688084781169891,21.26,21.77,23.9,20.21,16.84,93.69,1.64,90.97
2020-05-12,0.3738540112972259,0.3611011803150177,2.85,22.86,27.06,18.93,17.14,89.39,1.29,90.9
2020-05-13,0.3707134425640106,0.3496870398521423,8.5,22.83,26.68,20.53,17.6,91.89,2.56,90.94
2020-05-14,0.3672282099723816,0.34357750415802,1.11,21.89,24.95,19.83,16.92,93.3,2.94,90.87
2020-05-15,0.3643422126770019,0.3410424292087555,2.09,22.56,26.49,19.82,17.31,91.71,2.63,90.79
2020-05-16,0.3616106510162353,0.3369126617908478,8.93,23.0,26.47,20.36,17.75,91.48,2.6,90.71
2020-05-17,0.3620764017105102,0.3517248034477234,7.25,22.98,25.76,21.26,18.0,92.87,1.97,90.72
2020-05-18,0.3690562546253204,0.3678664863109588,40.91,22.34,24.25,21.25,17.75,94.91,1.19,90.76
2020-05-19,0.3677138984203338,0.3505212962627411,12.08,22.77,26.33,20.24,17.01,89.34,1.79,90.79
2020-05-20,0.3704236149787903,0.3661895990371704,39.04,22.76,26.76,19.8,17.46,91.46,1.77,90.8
2020-05-21,0.3727594017982483,0.3560445010662079,18.97,22.26,25.18,19.67,16.71,90.34,2.22,90.97
2020-05-22,0.3690411150455475,0.3498498499393463,7.76,22.67,26.78,19.83,16.69,88.57,1.16,90.99
2020-05-23,0.3657587170600891,0.3418050110340118,1.99,22.18,25.76,19.83,16.41,89.39,1.66,91.03
2020-05-24,0.3650883734226227,0.3552943766117096,2.35,22.43,26.53,18.61,16.7,89.45,2.3,91.1
2020-05-25,0.3673790693283081,0.3611404001712799,4.58,22.57,26.21,19.47,16.72,89.05,1.35,91.12
2020-05-26,0.370278000831604,0.3634111881256103,42.77,22.18,23.5,21.13,17.89,96.86,2.5,91.05
2020-05-27,0.3761324882507324,0.3737416267395019,26.82,22.17,24.13,20.93,17.54,95.04,1.59,91.03
2020-05-28,0.3766250908374786,0.3582873940467834,22.76,21.61,23.62,20.31,16.76,94.18,1.75,91.07
2020-05-29,0.3796870708465576,0.3755602240562439,25.69,22.48,25.98,19.83,16.77,89.72,0.76,91.09
2020-05-30,0.3813914358615875,0.3662790954113006,50.45,22.31,25.4,19.79,17.33,93.35,2.3,91.08
2020-05-31,0.3780415058135986,0.3595702946186065,45.34,21.59,23.83,19.74,17.07,95.78,1.95,91.11
2020-06-01,0.3797398209571838,0.3689327836036682,8.35,21.44,24.37,19.42,16.37,93.01,2.18,91.12
2020-06-02,0.3779300153255462,0.3595237731933594,5.7,21.57,25.49,18.4,15.54,88.33,1.6,91.08
2020-06-03,0.374853253364563,0.3557428419589996,3.74,21.47,25.0,19.05,16.19,92.0,2.71,91.06
2020-06-04,0.37024587392807,0.3400774598121643,1.48,21.24,24.36,19.04,15.9,91.56,3.04,91.06
2020-06-05,0.3694590330123901,0.355262279510498,1.99,21.65,25.66,18.94,16.02,90.26,2.0,91.06
2020-06-06,0.3689613938331604,0.3549709916114807,5.09,21.64,25.75,18.38,16.12,90.67,2.04,91.0
2020-06-07,0.3666787147521972,0.3463168740272522,4.88,21.99,26.11,18.76,16.51,90.8,1.79,90.85
2020-06-08,0.3640836477279663,0.3408510386943817,9.11,21.78,25.23,19.54,16.56,92.23,2.01,90.92
2020-06-09,0.3632691204547882,0.3503506481647491,17.4,21.51,23.84,19.6,16.66,94.13,2.16,90.95
2020-06-10,0.3626486659049988,0.3493817746639251,4.13,21.83,24.99,19.24,16.67,92.49,1.89,90.94
2020-06-11,0.3600213825702667,0.3387681543827057,8.34,21.93,25.66,18.98,16.55,91.34,1.85,90.85
2020-06-12,0.3566990196704864,0.3279074728488922,3.91,21.74,25.82,19.15,16.26,90.75,2.18,90.78
2020-06-13,0.3541756570339203,0.3263161778450012,0.3,21.88,26.36,18.3,15.75,87.76,1.56,90.89
2020-06-14,0.3512237966060638,0.3220309019088745,0.29,21.74,26.04,17.93,16.03,89.7,2.34,90.99
2020-06-15,0.3499735593795776,0.3333365321159363,12.74,22.32,25.49,19.73,17.25,92.81,2.05,90.99
2020-06-16,0.349428117275238,0.3351436555385589,1.86,22.21,25.49,19.48,16.79,91.2,2.08,90.97
2020-06-17,0.3462195992469787,0.3173036277294159,5.12,22.25,25.94,19.77,16.82,91.27,2.13,90.98
2020-06-18,0.3456130921840668,0.3322852849960327,4.28,22.04,25.96,19.52,16.93,92.74,2.43,90.97
2020-06-19,0.3459382057189941,0.3384024500846863,17.26,20.92,22.45,19.39,15.94,93.45,2.13,91.02
2020-06-20,0.3438087999820709,0.3244316577911377,0.58,21.29,25.5,18.52,15.64,90.02,2.51,90.95
2020-06-21,0.3414270579814911,0.3202442526817322,0.97,21.17,25.38,17.86,15.54,90.03,2.42,90.87
2020-06-22,0.3468552231788635,0.3509267568588257,26.33,20.91,23.45,18.97,16.27,95.06,2.13,90.86
2020-06-23,0.3489127159118652,0.3397131860256195,2.72,21.37,24.93,18.85,15.83,90.64,1.98,90.93
2020-06-24,0.3449178338050842,0.327047199010849,7.28,21.32,25.53,18.84,15.81,90.76,1.77,90.96
2020-06-25,0.3413605690002441,0.3147634863853454,3.08,21.82,26.01,18.49,15.99,89.13,1.47,90.89
2020-06-26,0.3389477729797363,0.3149342834949493,0.47,21.74,26.08,18.56,15.73,88.33,1.44,90.9
2020-06-27,0.3371462821960449,0.315063863992691,0.68,21.12,25.51,17.75,15.44,89.85,1.61,90.96
2020-06-28,0.3356726765632629,0.3159587681293487,0.23,21.31,25.72,17.98,15.41,88.83,1.93,91.01
2020-06-29,0.3338564932346344,0.3112289905548095,0.33,20.82,25.31,17.22,15.17,89.93,2.61,90.97
2020-06-30,0.3314489424228668,0.3039310872554779,1.05,20.95,25.58,17.78,15.2,89.52,2.34,90.95
2020-07-01,0.3286082446575165,0.2968125939369201,1.78,21.03,25.36,17.9,15.31,89.51,2.37,90.93
2020-07-02,0.3415076434612274,0.351626992225647,23.91,21.29,25.39,18.32,15.56,89.59,1.36,90.96
2020-07-03,0.3453016281127929,0.3441611230373382,17.32,21.17,25.2,18.28,15.65,90.59,2.33,90.98
2020-07-04,0.3408507406711578,0.3266090452671051,5.31,20.56,24.99,17.76,14.87,89.61,2.51,90.96
2020-07-05,0.3369604349136352,0.3165305256843567,0.17,19.97,24.71,16.28,14.05,88.15,2.52,90.92
2020-07-06,0.3438148498535156,0.347983568906784,3.52,20.53,24.44,17.35,15.14,91.21,2.52,90.93
2020-07-07,0.3434231281280517,0.3329622745513916,0.84,21.11,24.86,18.91,15.34,89.48,2.5,90.97
2020-07-08,0.3392241895198822,0.3197596073150635,8.26,20.78,24.97,18.21,15.21,90.18,2.44,90.93
2020-07-09,0.3373789191246032,0.3254193067550659,2.67,20.85,25.02,17.75,15.22,89.84,1.99,90.86
2020-07-10,0.3373291492462158,0.3284177184104919,3.76,21.26,25.03,18.36,15.51,89.37,1.83,90.94
2020-07-11,0.3347993493080139,0.318426638841629,1.14,21.7,25.88,18.7,15.94,89.53,2.01,90.95
2020-07-12,0.3326646983623504,0.313982218503952,0.83,21.39,25.06,18.75,15.83,90.52,1.92,90.91
2020-07-13,0.3309979140758514,0.3128860592842102,0.33,21.18,25.19,17.85,15.6,90.36,1.8,90.89
2020-07-14,0.3309342265129089,0.3258852660655975,5.48,21.38,25.38,18.28,15.93,91.09,2.23,90.9
2020-07-15,0.3352168202400207,0.340188592672348,2.29,20.91,24.8,18.15,15.24,89.81,2.7,90.89
2020-07-16,0.3336905837059021,0.322717547416687,10.94,20.95,24.89,17.93,15.46,90.72,2.36,90.85
2020-07-17,0.3305789530277252,0.3107077777385711,1.86,21.37,25.61,18.25,15.44,88.74,1.65,90.86
2020-07-18,0.3281210660934448,0.3051397204399109,0.61,21.21,25.71,17.84,15.45,89.5,2.29,90.89
2020-07-19,0.3256631791591644,0.3068325519561767,3.73,21.44,26.44,17.25,15.27,87.56,1.66,90.85
2020-07-20,0.3245564103126526,0.3101592063903808,1.38,21.67,26.22,18.18,15.87,89.23,2.22,90.84
2020-07-21,0.3230325877666473,0.305391252040863,4.02,21.86,26.3,18.2,16.15,89.79,1.83,90.86
2020-07-22,0.3217166662216186,0.3070027232170105,1.67,21.67,25.99,18.13,15.87,89.35,2.18,90.87
2020-07-23,0.3203646540641784,0.3044788837432861,0.78,21.4,25.8,18.34,15.58,89.18,2.32,90.86
2020-07-24,0.3177478015422821,0.2892218828201294,0.21,21.11,26.11,17.88,14.97,87.62,2.25,90.9
2020-07-25,0.3154189884662628,0.2808945477008819,0.05,20.03,24.49,17.03,14.17,88.46,3.28,90.97
2020-07-26,0.3142333328723907,0.2874290645122528,0.02,20.25,25.08,16.6,14.26,87.81,3.0,90.94
2020-07-27,0.3121491968631744,0.2838936448097229,0.01,20.16,25.31,16.56,13.99,87.11,2.37,90.96
2020-07-28,0.3110362589359283,0.2875696420669555,0.02,19.97,24.83,16.76,14.13,88.56,3.12,90.95
2020-07-29,0.3100965917110443,0.2886078059673309,0.03,20.2,25.27,16.47,14.19,87.72,2.77,90.96
2020-07-30,0.3067760169506073,0.2667179703712463,0.0,18.58,23.96,14.59,12.5,85.91,3.05,91.02
2020-07-31,0.3058587908744812,0.2762916088104248,0.02,18.39,24.24,13.0,12.45,85.89,2.04,90.98
2020-08-01,0.3033152520656585,0.2606444954872131,0.04,19.88,25.41,14.86,13.54,85.7,1.96,90.94
2020-08-02,0.3010699450969696,0.254353255033493,0.07,20.73,26.09,16.36,14.83,88.43,1.61,90.92
2020-08-03,0.3006408512592315,0.2657604217529297,0.07,21.11,26.22,17.01,15.07,88.04,1.37,90.83
2020-08-04,0.2989736199378967,0.2643362879753113,0.63,21.05,25.47,17.0,15.07,88.19,1.84,90.83
2020-08-05,0.3007331788539886,0.2984320819377899,0.59,21.94,26.95,18.06,15.65,87.04,1.6,90.89
2020-08-06,0.3008042573928833,0.2912173271179199,0.38,21.79,26.47,18.65,16.05,89.67,1.41,90.88
2020-08-07,0.2976315021514892,0.2680615484714508,1.67,22.17,27.11,19.37,16.01,87.7,0.78,90.87
2020-08-08,0.296644389629364,0.2674790918827057,3.28,22.05,27.12,18.1,15.91,87.66,1.17,90.84
2020-08-09,0.2950769364833832,0.2598522901535034,2.22,22.17,27.03,19.1,16.12,88.35,1.23,90.91
2020-08-10,0.2934250235557556,0.2551806271076202,0.06,21.68,26.99,17.53,14.86,84.86,1.73,91.0
2020-08-11,0.2967287898063659,0.2985845804214477,5.42,21.31,25.48,17.46,15.43,89.04,1.55,91.08
2020-08-12,0.2973096370697021,0.3026807606220245,1.53,22.21,27.05,18.49,16.15,88.31,2.01,91.08
2020-08-13,0.3084807991981506,0.3324593603610992,26.67,21.66,25.39,19.45,16.44,92.19,2.74,90.96
2020-08-14,0.3102112114429474,0.3156786561012268,3.54,21.8,26.2,18.3,15.92,89.01,2.23,90.92
2020-08-15,0.3063846528530121,0.3054018318653106,1.42,21.59,25.99,17.75,15.59,88.48,1.85,90.97
2020-08-16,0.3051800727844238,0.3104875087738037,2.28,21.51,25.56,19.04,15.86,90.18,2.22,90.96
2020-08-17,0.3050174415111542,0.3126970827579498,1.3,21.38,26.07,17.82,15.45,88.74,2.14,90.94
2020-08-18,0.3039464950561523,0.3050040304660797,3.85,21.41,25.57,18.14,15.35,88.02,1.89,90.91
2020-08-19,0.3009377121925354,0.2860872745513916,0.35,21.39,25.82,17.52,15.37,88.15,1.86,90.84
2020-08-20,0.2983767986297607,0.2751390039920807,0.03,21.33,26.6,17.73,14.77,85.69,2.28,90.93
2020-08-21,0.2973642647266388,0.2804506123065948,0.02,20.72,26.3,16.54,14.72,87.54,2.8,91.07
2020-08-22,0.295676589012146,0.2737050056457519,0.1,21.05,26.81,15.18,14.7,86.19,2.16,91.14
2020-08-23,0.2942093312740326,0.2688097953796386,0.01,21.71,27.02,17.59,15.27,86.5,2.19,91.09
2020-08-24,0.2929641902446747,0.2660336494445801,0.03,21.1,26.56,17.27,14.93,87.59,2.82,91.04
2020-08-25,0.2912835776805877,0.2603062987327575,0.02,20.82,26.4,16.74,13.85,83.82,3.28,91.11
2020-08-26,0.2888629734516144,0.2497633844614029,0.02,20.49,25.86,17.03,14.04,86.12,3.78,91.09
2020-08-27,0.2879618108272552,0.253057986497879,0.02,20.5,25.92,16.51,13.94,85.23,2.93,90.93
2020-08-28,0.2866426408290863,0.2504688203334808,0.04,20.4,26.11,15.56,13.95,85.59,2.87,90.92
2020-08-29,0.2855936288833618,0.2505182325839996,1.06,21.57,26.66,17.53,15.43,87.4,3.03,90.86
2020-08-30,0.2848236560821533,0.2512241899967193,0.3,21.75,27.27,17.81,15.29,86.14,2.89,90.83
2020-08-31,0.2812763750553131,0.2222385108470916,0.13,21.4,27.06,17.52,14.87,85.69,3.04,90.9
2020-09-01,0.2806994915008545,0.2331348210573196,0.8,21.17,26.38,17.19,14.9,86.95,3.12,90.92
2020-09-02,0.2804766893386841,0.2412348091602325,27.75,20.81,25.74,17.44,15.14,89.75,2.22,90.95
2020-09-03,0.2836945056915283,0.2802765071392059,1.67,21.39,25.94,18.3,15.68,89.85,2.41,91.0
2020-09-04,0.2861036956310272,0.2893176972866058,1.24,21.99,26.99,19.12,16.28,89.85,2.31,90.92
2020-09-05,0.2827974855899811,0.2583591639995575,0.09,21.93,27.35,18.58,15.22,85.29,2.61,90.88
2020-09-06,0.2805529534816742,0.2460134923458099,0.06,21.64,27.34,17.19,14.75,84.22,2.48,90.92
2020-09-07,0.2796391546726227,0.2487904727458953,0.27,21.4,26.77,16.95,14.92,86.02,2.47,91.0
2020-09-08,0.276532381772995,0.2181695997714996,0.32,21.6,26.97,17.71,15.33,87.36,2.89,91.06
2020-09-09,0.2758900821208954,0.2262845635414123,0.28,21.95,26.84,17.84,15.55,86.54,2.3,90.94
2020-09-10,0.2741869986057281,0.2209456264972686,3.52,21.3,24.9,18.85,15.67,89.97,2.0,90.82
2020-09-11,0.2720340192317962,0.2099453061819076,0.24,21.47,26.47,18.01,14.98,86.1,2.52,90.93
2020-09-12,0.2718626856803894,0.219432845711708,0.11,21.5,27.16,17.39,14.58,84.16,2.43,91.06
2020-09-13,0.2717111706733703,0.2263209223747253,3.76,21.32,26.52,17.35,14.84,86.15,2.04,91.04
2020-09-14,0.2727610766887665,0.2511270940303802,10.91,21.55,27.0,17.56,15.07,86.09,1.78,90.97
2020-09-15,0.2736248970031738,0.2576553523540497,11.3,20.6,25.14,17.4,14.33,86.62,2.2,91.03
2020-09-16,0.2705068290233612,0.2256791442632675,1.06,20.74,26.45,16.01,13.63,82.73,2.06,91.03
2020-09-17,0.2686521112918854,0.2184790223836898,2.15,21.11,26.54,16.44,14.27,84.23,1.97,90.93
2020-09-18,0.26762855052948,0.213468000292778,4.0,21.66,27.24,16.95,14.71,84.02,2.13,90.9
2020-09-19,0.2666013836860657,0.2142942696809768,1.77,21.73,27.02,18.01,14.41,82.41,2.99,90.89
2020-09-20,0.2740931808948517,0.2795030474662781,20.13,21.67,25.7,18.74,15.52,87.63,2.78,90.97
2020-09-21,0.2762589454650879,0.289189875125885,29.43,22.35,27.12,18.7,15.93,86.64,1.93,90.99
2020-09-22,0.2875847220420837,0.3096130490303039,33.83,21.5,24.37,19.57,16.45,93.13,1.66,90.98
2020-09-23,0.2868139147758484,0.2831538021564483,2.02,22.59,27.76,18.31,16.12,86.37,2.12,91.01
2020-09-24,0.2793879508972168,0.2573838233947754,2.19,22.42,27.09,19.36,15.93,86.33,2.3,91.1
2020-09-25,0.2757340371608734,0.2519438564777374,0.79,21.7,26.79,18.38,14.88,84.7,3.2,91.06
2020-09-26,0.2735373377799988,0.2578162848949432,4.49,21.7,26.65,17.45,15.3,86.48,2.32,91.01
2020-09-27,0.2851532995700836,0.3094686567783355,23.72,20.73,23.31,19.03,15.45,91.87,2.47,91.07
2020-09-28,0.2859231829643249,0.2866412699222564,6.49,20.92,25.35,18.1,14.92,88.26,3.76,91.06
2020-09-29,0.2773974239826202,0.2489923685789108,0.38,21.02,25.93,18.0,14.55,85.82,4.11,90.99
2020-09-30,0.2729313671588897,0.234636977314949,0.98,21.72,26.94,17.51,15.13,85.46,2.95,90.85
2020-10-01,0.271566092967987,0.2330451309680938,1.59,22.45,27.19,18.9,16.08,86.73,2.53,90.86
2020-10-02,0.2711970508098602,0.258811205625534,6.32,22.29,27.08,18.88,16.43,89.21,2.09,90.89
2020-10-03,0.2695921957492828,0.2496633678674698,11.71,21.5,25.08,19.19,15.71,89.26,3.14,91.01
2020-10-04,0.2669050693511963,0.2289043217897415,9.77,21.5,26.48,18.62,15.17,86.74,4.2,91.0
2020-10-05,0.2653931081295013,0.2236478477716446,5.85,21.09,26.32,18.15,14.79,86.62,3.89,90.98
2020-10-06,0.2650224864482879,0.2235912829637527,4.03,21.53,26.92,18.43,15.31,87.24,3.23,90.9
2020-10-07,0.2581811845302582,0.1519443392753601,2.06,21.76,27.19,17.9,15.34,86.3,2.19,90.81
2020-10-08,0.2606350183486938,0.2073821872472763,4.01,22.02,27.34,18.12,15.58,86.3,2.24,90.82
2020-10-09,0.2647881805896759,0.2593874633312225,7.26,22.37,27.54,18.18,15.96,86.63,1.84,90.83
2020-10-10,0.2673260271549225,0.2719021439552307,8.62,21.72,25.21,19.07,15.83,88.74,2.09,90.85
2020-10-11,0.2665497660636902,0.2558267116546631,6.16,21.57,24.98,19.53,15.62,88.47,2.58,90.83
2020-10-12,0.2641884684562683,0.2391980737447738,20.87,21.7,25.37,18.96,16.28,91.0,2.47,90.77
2020-10-13,0.2621671557426452,0.2243075370788574,41.82,21.84,25.92,19.17,16.24,90.14,2.98,90.8
2020-10-14,0.2604779303073883,0.2114265859127044,5.76,22.44,27.35,18.32,15.89,85.95,2.31,90.92
2020-10-15,0.2567863464355469,0.1892037987709045,2.6,21.74,25.7,18.89,15.77,88.44,1.93,90.92
2020-10-16,0.2656233608722687,0.2717832624912262,20.76,21.73,25.55,19.47,15.93,89.15,2.3,90.83
2020-10-17,0.2691305875778198,0.2617530822753906,8.56,22.15,26.98,18.99,15.92,87.24,2.09,90.8
2020-10-18,0.263510912656784,0.2306286841630935,14.9,21.77,26.24,19.31,15.82,88.55,1.84,90.83
2020-10-19,0.2676978409290313,0.2735479772090912,22.97,22.09,26.65,18.4,16.14,88.65,1.84,90.84
2020-10-20,0.2857480347156524,0.328235387802124,32.18,22.5,26.09,20.18,16.95,90.52,2.18,90.82
2020-10-21,0.3077570497989654,0.333586186170578,23.89,21.9,23.87,20.68,16.89,93.15,2.36,90.88
2020-10-22,0.3145500421524048,0.322762131690979,17.76,21.93,25.35,20.08,16.7,92.09,1.79,90.86
2020-10-23,0.3220885396003723,0.3324075043201446,12.69,21.81,24.57,19.97,16.88,93.58,2.19,90.9
2020-10-24,0.3217749297618866,0.3354608416557312,21.63,22.1,26.03,18.68,16.49,90.35,1.89,90.95
2020-10-25,0.3236101865768432,0.3316311240196228,25.66,22.22,26.28,19.95,16.86,91.55,1.87,90.95
2020-10-26,0.3223090171813965,0.3333504498004913,23.91,21.66,25.12,19.89,16.45,92.21,1.49,90.92
2020-10-27,0.3205018937587738,0.3299494683742523,11.64,21.53,24.43,19.85,16.02,90.71,2.03,90.96
2020-10-28,0.3126527369022369,0.3155767619609833,6.57,22.16,26.18,19.06,16.17,88.41,1.18,90.96
2020-10-29,0.3068427145481109,0.3059695959091186,9.21,22.49,26.5,19.41,16.66,89.27,2.55,90.97
2020-10-30,0.3045526444911957,0.3086526691913605,9.52,21.91,25.03,19.45,16.2,89.71,1.91,91.0
2020-10-31,0.3120238482952118,0.3305522203445434,49.35,21.81,25.56,18.61,16.26,90.48,1.98,90.9
2020-11-01,0.3127514719963074,0.3127824068069458,28.07,21.92,25.4,19.25,16.43,90.78,3.76,90.91
2020-11-02,0.3099722862243652,0.3149677217006683,1.17,21.65,25.68,18.41,15.83,89.12,3.09,91.02
2020-11-03,0.3073071837425232,0.2949960231781006,0.88,22.27,26.5,18.68,16.23,88.24,1.82,91.04
2020-11-04,0.3058620691299438,0.3076315224170685,2.6,22.59,26.55,19.5,16.15,86.3,1.7,91.07
2020-11-05,0.3135690689086914,0.3332666754722595,4.3,21.67,24.91,19.61,15.76,88.73,1.43,91.11
2020-11-06,0.3110945522785187,0.3042950928211212,3.12,21.74,24.96,19.11,16.03,89.83,2.56,91.1
2020-11-07,0.3073246479034424,0.3017635345458984,3.69,22.44,26.27,19.64,16.53,88.9,2.26,91.03
2020-11-08,0.3002329468727112,0.2488603889942169,33.95,21.93,26.23,18.98,16.43,90.99,2.0,90.97
2020-11-09,0.2997478544712066,0.2725640535354614,73.44,22.41,25.86,19.94,16.56,89.09,1.91,90.96
2020-11-10,0.2993165850639343,0.2808834314346313,10.65,22.37,26.51,19.23,16.5,88.88,2.38,90.93
2020-11-11,0.3032228052616119,0.3102510869503021,4.52,22.32,26.62,18.38,16.47,89.03,2.83,90.99
2020-11-12,0.3040992319583893,0.3036102056503296,10.66,22.66,25.55,20.5,17.56,92.49,2.9,90.92
2020-11-13,0.2991879284381866,0.2844170331954956,2.38,22.88,26.87,19.78,16.92,88.47,2.24,90.88
2020-11-14,0.3020521700382232,0.3110659718513489,8.52,22.71,26.4,19.28,16.96,89.37,1.44,90.87
2020-11-15,0.3046485185623169,0.3046197295188904,6.45,22.06,24.3,20.1,17.01,92.94,2.36,90.88
2020-11-16,0.3014237582683563,0.292957991361618,3.19,21.75,24.44,19.45,16.39,91.5,2.27,90.93
2020-11-17,0.2992364466190338,0.2842535674571991,6.31,22.33,25.3,20.02,16.82,90.54,2.23,90.83
2020-11-18,0.2972992062568664,0.2783861458301544,2.95,22.72,26.55,19.47,16.8,88.55,2.27,90.78
2020-11-19,0.2945074439048767,0.2721167802810669,6.27,22.6,26.22,20.37,17.31,91.56,2.38,90.81
2020-11-20,0.2980037331581116,0.3043243288993835,11.52,22.4,25.14,20.38,17.34,92.6,1.64,90.8
2020-11-21,0.30373215675354,0.3188534080982208,19.23,22.02,24.32,20.37,17.11,93.49,1.76,90.76
2020-11-22,0.310721755027771,0.3279133439064026,10.92,21.35,23.3,19.67,16.35,93.2,1.88,90.87
2020-11-23,0.3106429874897003,0.3182048201560974,18.18,21.5,24.45,19.21,16.08,91.01,0.89,90.91
2020-11-24,0.3116056025028229,0.3213339745998382,9.18,21.38,23.61,19.44,15.92,90.77,2.52,90.9
2020-11-25,0.3123723566532135,0.3201650381088257,17.52,21.55,25.22,18.77,16.21,91.4,2.4,90.81
2020-11-26,0.3098121881484985,0.3077226877212524,1.24,20.96,24.53,18.43,15.47,90.71,2.31,90.86
2020-11-27,0.3149351775646209,0.3288633525371551,5.27,21.49,25.63,17.94,15.55,88.44,1.75,90.9
2020-11-28,0.3212588727474212,0.3363023996353149,9.39,21.69,25.11,19.08,15.85,88.99,1.82,90.87
2020-11-29,0.3315885663032532,0.3435009121894836,22.37,20.67,22.54,18.97,16.07,95.36,3.44,90.85
2020-11-30,0.3312412202358246,0.3382644355297088,14.85,21.54,25.56,17.98,15.49,87.89,1.86,90.9
2020-12-01,0.3282514214515686,0.3322428464889526,7.73,21.67,25.53,18.78,16.28,91.13,3.09,90.88
2020-12-02,0.3315682411193847,0.3440179228782654,11.26,22.04,26.03,18.57,16.32,89.47,1.8,90.81
2020-12-03,0.3319074511528015,0.3258297741413116,4.46,21.44,24.03,19.07,16.08,91.31,2.64,90.85
2020-12-04,0.3322797417640686,0.3406552076339721,4.39,21.18,24.93,18.03,15.26,88.24,2.55,90.86
2020-12-05,0.3278504014015198,0.3207188248634338,15.34,21.11,23.98,19.04,15.88,91.84,4.38,90.79
2020-12-06,0.3344730734825134,0.3479219973087311,53.18,20.68,23.75,18.81,15.71,93.19,6.8,90.77
2020-12-07,0.3357443809509277,0.3371200561523437,9.49,20.7,23.89,18.36,15.56,92.32,5.58,90.88
2020-12-08,0.3310758769512176,0.32197305560112,3.59,21.13,24.49,18.34,15.81,91.34,6.28,90.8
2020-12-09,0.3286474049091339,0.321643978357315,3.84,20.26,23.29,18.48,14.96,91.23,5.15,90.74
2020-12-10,0.3269288539886474,0.3239965736865997,7.62,21.64,24.74,19.03,16.37,91.66,3.66,90.75
2020-12-11,0.3279799222946167,0.3311337232589721,5.67,20.99,24.23,18.28,15.63,91.19,3.24,90.85
2020-12-12,0.3297116756439209,0.3357899188995361,9.12,20.62,23.54,18.68,15.42,92.07,3.27,90.83
2020-12-13,0.3325631022453308,0.3426005244255066,7.53,20.69,23.22,18.3,15.8,93.53,2.61,90.78
2020-12-14,0.3384847640991211,0.3475631475448608,6.58,21.34,24.52,19.37,16.16,92.36,2.21,90.82
2020-12-15,0.3475487530231476,0.3542806804180145,28.25,21.43,24.48,19.01,16.15,91.76,2.35,90.9
2020-12-16,0.3487995266914367,0.3506799638271332,7.71,21.51,25.45,18.88,16.26,91.92,2.53,90.83
2020-12-17,0.3451472520828247,0.3398473858833313,14.37,21.2,23.49,19.6,16.27,93.54,3.4,90.78
2020-12-18,0.3428848087787628,0.3376304507255554,3.06,21.09,24.67,18.98,15.49,89.96,4.22,90.78
2020-12-19,0.339345633983612,0.3240016102790832,1.25,21.1,24.84,18.5,15.38,89.38,4.22,90.81
2020-12-20,0.3366393446922302,0.3244125545024872,1.76,21.07,25.55,17.32,15.22,88.78,2.86,90.83
2020-12-21,0.3350826799869537,0.3273972570896148,10.4,21.03,24.76,18.38,15.44,90.02,2.41,90.82
2020-12-22,0.3346876204013824,0.3333847224712372,9.52,21.72,25.48,18.77,16.15,90.34,2.77,90.82
2020-12-23,0.3346588313579559,0.3346844315528869,7.65,21.89,25.58,19.12,16.13,89.25,3.0,90.78
2020-12-24,0.339631974697113,0.347245991230011,15.17,21.9,26.08,18.26,16.15,89.38,2.34,90.77
2020-12-25,0.3413698375225067,0.3408391177654266,15.57,21.7,25.28,19.31,16.38,91.53,2.78,90.79
2020-12-26,0.3417660593986511,0.3412623107433319,4.25,21.44,24.8,19.27,15.93,90.6,3.0,90.85
2020-12-27,0.3426676392555237,0.3468995690345764,4.26,21.72,25.27,19.42,16.19,90.52,2.54,90.83
2020-12-28,0.3459784984588623,0.3495287299156189,13.9,21.36,24.1,19.01,16.3,92.75,2.46,90.76
2020-12-29,0.3470281064510345,0.3476053476333618,13.12,21.46,24.42,19.66,16.45,93.05,3.63,90.75
2020-12-30,0.3500432968139648,0.3540094494819641,9.11,21.45,23.94,19.1,16.52,93.47,3.48,90.76
2020-12-31,0.3499940037727356,0.3457841873168945,9.54,21.08,24.06,18.78,15.97,92.58,2.64,90.78
2021-01-01,0.3481319844722748,0.3454701602458954,6.64,21.26,24.61,19.11,16.0,91.84,3.18,90.79
2021-01-02,0.3484545946121216,0.3461159467697143,9.73,20.9,23.67,19.04,15.31,90.01,2.82,90.84
2021-01-03,0.3528048396110534,0.3530158400535583,6.46,21.11,24.84,18.05,15.45,89.63,2.53,90.84
2021-01-04,0.3560894727706909,0.354660153388977,6.93,21.13,25.11,17.54,15.66,90.41,2.86,90.76
2021-01-05,0.3546314835548401,0.3465741872787475,14.23,20.93,24.31,18.27,15.77,91.98,2.02,90.75
2021-01-06,0.3554955422878265,0.3563054203987121,5.62,21.62,24.97,18.42,16.44,91.99,2.49,90.71
2021-01-07,0.3548004031181335,0.3484668135643005,19.62,21.03,23.82,19.25,15.89,92.34,3.64,90.72
2021-01-08,0.3528612554073334,0.3469638228416443,18.77,22.07,26.35,18.29,16.61,90.58,1.45,90.65
2021-01-09,0.362801730632782,0.3675906658172607,24.52,21.99,25.04,19.48,16.59,91.04,2.28,90.72
2021-01-10,0.3696067929267883,0.3667201697826385,13.02,21.41,24.03,19.73,16.78,94.93,2.47,90.68
