date,sm_rootzone,sm_surface
2016-01-01,0.3990892469882965,0.4105561971664428
2016-01-02,0.397996187210083,0.3866731226444244
2016-01-03,0.400475412607193,0.4095538556575775
2016-01-04,0.4132025837898254,0.4092336893081665
2016-01-05,0.4149739742279053,0.4257721900939941
2016-01-06,0.4135349988937378,0.3954209983348846
2016-01-07,0.4071552753448486,0.3727204799652099
2016-01-08,0.4031179249286651,0.3781802356243133
2016-01-09,0.4065721929073334,0.3898509442806244
2016-01-10,0.4028778076171875,0.3829514384269714
2016-01-11,0.4039709568023681,0.4008331298828125
2016-01-12,0.4038435518741607,0.3997774124145508
2016-01-13,0.402757853269577,0.4028909206390381
2016-01-14,0.3994121253490448,0.3810457289218902
2016-01-15,0.3960227370262146,0.3705630004405975
2016-01-16,0.3911736905574798,0.3560816645622253
2016-01-17,0.3936610221862793,0.3983706831932068
2016-01-18,0.3982724845409393,0.4036520421504974
2016-01-19,0.3964429795742035,0.3950600624084472
2016-01-20,0.3979256153106689,0.4040903747081756
2016-01-21,0.4036851227283478,0.4130714833736419
2016-01-22,0.4077359139919281,0.4218329191207886
2016-01-23,0.4153263866901397,0.4157086610794067
2016-01-24,0.4100373089313507,0.3953937888145447
2016-01-25,0.4058610796928406,0.3830454349517822
2016-01-26,0.4099007248878479,0.4196490049362182
2016-01-27,0.4201165437698364,0.4334423542022705
2016-01-28,0.4220860302448272,0.4106151461601257
2016-01-29,0.4168400168418884,0.3961734175682068
2016-01-30,0.4160923361778259,0.4020061194896698
2016-01-31,0.432948887348175,0.438234806060791
2016-02-01,0.4304783940315246,0.4141317307949066
2016-02-02,0.4294596314430237,0.430292397737503
2016-02-03,0.4282533526420593,0.414964497089386
2016-02-04,0.4317167997360229,0.4304431080818176
2016-02-05,0.4495327174663543,0.4570796489715576
2016-02-06,0.4519880712032318,0.4444808661937713
2016-02-07,0.4528849124908447,0.4410777986049652
2016-02-08,0.4538025259971618,0.4469838440418243
2016-02-09,0.4604608416557312,0.4582318663597107
2016-02-10,0.470893532037735,0.4595593214035034
2016-02-11,0.4789689183235168,0.4710919260978699
2016-02-12,0.4821823835372925,0.4692341983318329
2016-02-13,0.4792763292789459,0.4534739255905151
2016-02-14,0.4740219116210937,0.4433006644248962
2016-02-15,0.4779499769210815,0.4682825803756714
2016-02-16,0.4803495109081268,0.465549498796463
2016-02-17,0.4786170721054077,0.4576339721679687
2016-02-18,0.4753578901290893,0.452180951833725
2016-02-19,0.4723890125751495,0.4401038885116577
