DATE,CITY,FLOOD
2017-12-11,Kota Adm. Jakarta Timur,True
2017-12-01,Kota Semarang,True
2017-12-01,Kota Semarang,True
2017-11-22,Kota Semarang,True
2017-11-17,Bogor,True
2017-11-16,Kota Semarang,True
2017-11-07,Bandung,True
2017-11-06,Bandung,True
2017-10-27,Bandung,True
2017-10-26,Bandung,True
2017-10-19,Kota Adm. Jakarta Selatan,True
2017-10-08,Semarang,True
2017-09-30,Kota Semarang,True
2017-09-23,Bogor,True
2017-08-29,Bogor,True
2017-07-18,Kota Semarang,True
2017-07-10,Kota Adm. Jakarta Selatan,True
2017-07-10,Kota Adm. Jakarta Timur,True
2017-07-09,Kota Bogor,True
2017-06-10,Bogor,True
2017-06-05,Kota Bogor,True
2017-06-04,Bogor,True
2017-06-03,Kota Bogor,True
2017-06-02,Kota Semarang,True
2017-05-21,Kota Bogor,True
2017-05-05,Bogor,True
2017-05-03,Bandung,True
2017-05-01,Kota Bogor,True
2017-04-14,Bandung,True
2017-04-07,Semarang,True
2017-04-06,Semarang,True
2017-04-05,Semarang,True
2017-04-02,Kota Adm. Jakarta Timur,True
2017-04-01,Kota Adm. Jakarta Timur,True
2017-03-28,Kota Adm. Jakarta Pusat,True
2017-03-26,Semarang,True
2017-03-22,Semarang,True
2017-03-20,Semarang,True
2017-03-18,Bandung,True
2017-03-17,Kota Adm. Jakarta Selatan,True
2017-03-13,Semarang,True
2017-03-10,Bogor,True
2017-03-10,Bogor,True
2017-03-09,Kota Adm. Jakarta Timur,True
2017-03-08,Bandung,True
2017-03-08,Bandung,True
2017-03-05,Kota Semarang,True
2017-03-03,Semarang,True
2017-03-02,Kota Adm. Jakarta Selatan,True
2017-03-02,Semarang,True
2017-03-01,Bogor,True
2017-02-28,Bandung,True
2017-02-27,Kota Bogor,True
2017-02-25,Bogor,True
2017-02-24,Kota Adm. Jakarta Barat,True
2017-02-23,Kota Palembang,True
2017-02-23,Bogor,True
2017-02-23,Bandung Barat,True
2017-02-21,Kota Adm. Jakarta Timur,True
2017-02-20,Kota Adm. Jakarta Timur,True
2017-02-19,Bogor,True
2017-02-15,Kota Semarang,True
2017-02-14,Kota Semarang,True
2017-02-12,Kota Adm. Jakarta Selatan,True
2017-02-12,Semarang,True
2017-02-09,Pandeglang,True
2017-02-08,Semarang,True
2017-01-25,Kota Semarang,True
2017-01-20,Semarang,True
2017-01-18,Pandeglang,True
2017-01-11,Kota Semarang,True
2016-12-16,Semarang,True
2016-12-08,Bandung,True
2016-12-04,Bandung,True
2016-11-13,Kota Bandung,True
2016-11-11,Kota Adm. Jakarta Selatan,True
2016-11-11,Bandung,True
2016-11-09,Kota Adm. Jakarta Selatan,True
2016-10-28,Bandung,True
2016-10-24,Kota Bandung,True
2016-10-19,Bogor,True
2016-10-11,Kota Adm. Jakarta Timur,True
2016-10-02,Bandung,True
2016-09-25,Kota Adm. Jakarta Barat,True
2016-09-18,Bandung,True
2016-09-18,Kota Semarang,True
2016-09-07,Kota Adm. Jakarta Selatan,True
2016-09-07,Kota Adm. Jakarta Timur,True
2016-08-28,Kota Adm. Jakarta Timur,True
2016-08-28,Kota Adm. Jakarta Barat,True
2016-08-27,Kota Adm. Jakarta Selatan,True
2016-08-27,Bandung,True
2016-08-19,Kota Adm. Jakarta Selatan,True
2016-08-19,Bogor,True
2016-07-24,Pandeglang,True
2016-07-22,Kota Adm. Jakarta Selatan,True
2016-07-22,Kota Adm. Jakarta Barat,True
2016-07-21,Bogor,True
2016-07-03,Kota Semarang,True
2016-07-01,Bandung,True
2016-06-18,Kota Semarang,True
2016-06-09,Pandeglang,True
2016-06-07,Bandung,True
2016-05-30,Kota Semarang,True
2016-05-25,Kota Adm. Jakarta Timur,True
2016-05-24,Bogor,True
2016-05-23,Bandung,True
2016-05-14,Kota Semarang,True
2016-04-28,Bandung,True
2016-04-26,Kota Adm. Jakarta Timur,True
2016-04-22,Kota Adm. Jakarta Selatan,True
2016-04-22,Kota Adm. Jakarta Timur,True
2016-04-21,Kota Adm. Jakarta Utara,True
2016-04-21,Bogor,True
2016-04-20,Kota Adm. Jakarta Selatan,True
2016-04-19,Pandeglang,True
2016-04-04,Kota Semarang,True
2016-04-02,Kota Adm. Jakarta Selatan,True
2016-04-02,Kota Adm. Jakarta Timur,True
2016-04-01,Bogor,True
2016-04-01,Bandung,True
2016-03-28,Bandung,True
2016-03-25,Bandung,True
2016-03-24,Bandung,True
2016-03-23,Pandeglang,True
2016-03-20,Kota Bogor,True
2016-03-18,Kota Adm. Jakarta Timur,True
2016-03-15,Kota Adm. Jakarta Timur,True
2016-03-13,Bandung,True
2016-03-12,Bandung,True
2016-03-11,Kota Adm. Jakarta Selatan,True
2016-03-10,Bogor,True
2016-03-08,Kota Adm. Jakarta Selatan,True
2016-03-08,Kota Adm. Jakarta Timur,True
2016-03-08,Bogor,True
2016-03-07,Bogor,True
2016-03-05,Kota Adm. Jakarta Selatan,True
2016-03-05,Kota Adm. Jakarta Timur,True
2016-03-04,Bandung,True
2016-03-02,Kota Adm. Jakarta Utara,True
2016-03-01,Kota Adm. Jakarta Barat,True
2016-02-28,Bogor,True
2016-02-27,Kota Adm. Jakarta Barat,True
2016-02-27,Bandung,True
2016-02-26,Kota Adm. Jakarta Barat,True
2016-02-26,Bandung,True
2016-02-25,Kota Adm. Jakarta Timur,True
2016-02-24,Bandung,True
2016-02-14,Kota Adm. Jakarta Barat,True
2016-02-12,Kota Adm. Jakarta Timur,True
2016-02-09,Bandung,True
2016-02-08,Bandung,True
2016-02-08,Pandeglang,True
2016-01-20,Kota Adm. Jakarta Selatan,True
2016-01-12,Kota Adm. Jakarta Selatan,True
2016-01-01,Bogor,True
